athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Paula Ruiz Bravo,ESP,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7196.12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7197.24,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica Andre,POR,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7234.15,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7234.26,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lara Grangeon De Villele,FRA,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7235.09,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline Laure Jouisse,FRA,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7299.62,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maisie Emily Macartney,GBR,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7300.46,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lean Cabon,FRA,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7311.76,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Vilas,ESP,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7318.81,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mafalda Rosa,POR,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7376.53,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danielle Huskisson,GBR,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7394.02,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva Fabian,ISR,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7394.46,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgane Dornic,FRA,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7427.56,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanie Horner,CAN,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7464.21,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anastasiia Kirpichnikova,RUS,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7467.45,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claire Six,FRA,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7478.25,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Fave,FRA,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7484.41,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilona Maille,FRA,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7501.39,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serena Stel,NED,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7502.28,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystyna Panchishko,UKR,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7510.72,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madelon Catteau,FRA,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7510.85,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justyna Burska,POL,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7527.83,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madisyn Armstrong,AUS,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7532.02,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helvina Huet,FRA,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7532.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carla Goyanes Garcia,ESP,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7583.94,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emma Onolfo,FRA,05/23/2019,LEN Cup,"Brive, FRA",10.0,NW,Neutral,101.0,7619.17,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
